era,validator,commission
1093,14jgoaaLe7L12zhRnyACPQXhNtRNCXXygvHc3FgZFxmQkXBJ,100.0
1093,138X7AdRKX7myWMwoFgWfHj1WUZKKZrKTr2CZ8pGUUXTrkDu,8.0
1093,12eZSMk8GJYE2Lq943dSEnMUoZs1ek7jU8QN3rEA1yPZPjcR,100.0
1094,1zugcag7cJVBtVRnFxv5Qftn7xKAnR6YJ9x4x3XLgGgmNnS,10.0
1094,13QrvcU9EPy7xWMFmoG1R6kZmjBpveNNwzegvpxmQnojwCz8,100.0
1094,13iTiojfEzSXLprKzvE7Sdmg8gtUD2S2Am2Xv61xrtmDHcvJ,100.0
1094,1BdoL1BP36SZGEKR4iX8ksou2GTnrDd5of99SWK82c3A4aB,5.0
1094,14das6GvVjXMFf6PysheHX9ek59fCgH3MhnvQ2aNLD9n8VDV,100.0
1094,13mhUnQ6qwvuuTYoKTtJkmssm3jDCGhTTSsHCXvvRhFooDiF,100.0
1094,1StVBqjDJKogQTsLioHC44iFch1cEAv2jcpsnvsy5buBtUE,5.0
1094,14xKzzU1ZYDnzFj7FgdtDAYSMJNARjDc2gNw4XAFDgr4uXgp,3.0
1094,16HvKyV9B61hsop3ZY6pWYeV537S29kd9pb9FMrPzx49ym5X,5.0
1094,1bAKJKQg3bWCeNVzGuc1TzF2y2h4DJfWR92CWAoLVNn7nN8,100.0
1094,1RhqvtG4SS6ooc3JELk8kpTaDiLP9f92jdyR5p5efPWVsx1,10.0
1094,12woCF72ik4rYzm8gUagTkEBw4S1zE4rRnAk7SaiHbbV9tDy,100.0
1094,15kb76J3G8QvtoYKZdWyvPC12MzewsMYYneYT7E6SM2R3oTB,100.0
1094,158Qkc34MXQkrDJ2yibw2p9eCvK8Up2WvP1LKhvmcpEBd2LU,100.0
1094,145Vw57NN3Y4tqFNidLTmkhaMLD4HPoRtU91vioXrKcTcirS,2.5
1094,15V6NjwmKkZihe644Tyr8GVLxjEzBAHktf6ZcJCTx7RPCoYS,8.0
1094,12mbV9Kr9X17qUhocmntAM4UQGRejhUPXtdnNjGt93A1aSXJ,40.0
1094,1653t723BHhC2krGCFKUUNDQb5sUafy5pZvKVwnwo1oMAMi7,10.0
1094,12771k5UXewvK7FXd1RpPHxvFiCG4GQCrxRmXWN5tAAwDQoi,100.0
1094,16ARoGkkDSTmeu9tDvfBDksu4qURGz6s1HSvXzrwGnsjFtKg,100.0
1094,1LMtHkfrADk7awSEFC45nyDKWxPu9cK796vtrf7Fu3NZQmB,8.0
1094,16fmwCAoqJdVtmj7wGEGuFa24WT7x974ZEQsa42x8k9uop1o,5.0
1094,14Y4s6V1PWrwBLvxW47gcYgZCGTYekmmzvFsK1kiqNH2d84t,10.0
1094,12H9FfSYdQ4GrKc7tdxK8U6DitAZMqfnhB8gtHwd2rpCiZfN,0.8
1094,15ZvLonEseaWZNy8LDkXXj3Y8bmAjxCjwvpy4pXWSL4nGSBs,0.9
1094,14DXNLsWfpf1RZ3eZSemHaitFh7WM6ZwswJUVLxqQhRvc2ui,3.0
1094,16FUnnZX7h11sxio9wu6DGGqD66z5vXxNLcXuSJFWFAjkaZ5,10.0
1094,13bptFJSHHLTBDHupxCRR5ErnLSeHFyeUEU5ufNnBL3JeMpG,5.0
1094,15JMfqPSthTsiiaq3bUQjMosZ5KZ3aUo4Pr2kJdbEgzy3W7n,8.0
1094,13EEEhiXeCFpFjVQxmjJsHjr9LFvnAurcnwQ1FDgB5LmJwQp,1.9
1094,15tsaRbwLLBHst5chP1pVkQHc5n2JS4DcapFdhCnqJMZebda,10.0
1094,1wcx1MBUQkmHL1ed4jMjo7U7eNNVvZjV7iVYedP7FEKqay6,100.0
1094,16mM7YxjyYqXu7uaJfmfCk9xcr8qqaYUyLazTBt3bueQJAFR,100.0
1094,1zugcawsx74AgoC4wz2dMEVFVDNo7rVuTRjZMnfNp9T49po,10.0
1094,14KDJPdZ7aNatRihFevpkz8JwGnsMSbtPQ3Nm5oiNMCnJK6s,100.0
1094,12doHFjPjPngNvZCWX4WeF4rkLFJ5LmmEyDvPGQ2C1aPppwy,3.0
1094,16aHTtVyQe61KJkcciSVtnEJ3ThNdErNsY223JTBvd7U5xfb,100.0
1094,134Bw4gHcAaHBYx6JVK91b1CeC9yWseVdZqyttpaN5zBHn43,2.5
1094,1zugcaebzKgKLebGSQvtxpmPGCZLFoEVu6AfqwD7W5ZKQZt,10.0
1094,14vucjYRyE9kwN2CXWwmzJ1W3x6yCG5Mwj4Cs5BS6zrJLQ8r,5.0
1094,14isBrPdSJDB6kGKoV8q5mFFYSg3rTD6w4QFypQtSWfmmqzD,100.0
1094,15ciPs3xZsJd86WFoijPs365f7viqGnubZ14aa9fGavyWJoM,1.0
1094,16Y3FmTiJ3ZYAUZrf5rZtxrQJzcHsDBdscpu2zgMD2xN6NY7,5.0
1094,16SSTPeD2UW3hhnuRBS6HjpxhzRFBrRf2Wupxf1iJgMkhBSD,5.0
1094,144fdQQrXGwWWwATr9b3CL7RWQyxNRGMm2XJanVKGrNSoepc,100.0
1094,162ivoEbxP4mzsWrQvapACAx7TF8mzB3B7oJq4FYCbEwC2Sj,100.0
1094,12gq6SixGV4Ny9Wzyn2MgDfHsSbevxASdrdXzQqm3XDKbXjo,100.0
1094,1NDRMvN7FH9YtJLVPf9doF5zbuUwn6hdH1b4WmVyZDr5joM,1e-07
1094,13BN4WksoyexwDWhGsMMUbU5okehD19GzdyqL4DMPR2KkQpP,8.0
1094,1342iFZNrBfCP9VWxqt5p39LiHp2ynyq85Ww9K7R8w6BURps,2.5
1094,1nTfEEWASm1x6D16FPLLjPFC42Fb7Q5zLovrxQpPQe6j86s,100.0
1094,14g7XsFWsMpsPNkwQNhdHfsqKRehdRbpPLaGVTEhBe4Pt3Eu,8.0
1094,12jjUEmaKuwC1SxQHe8eXpcv6AzdWiXdvf55VvP1y8bf548b,3.0
1094,15wT5c8vYVpRTZgvYXM7UaEBiUcyUyiZw47EvQqcbUmxrD3u,100.0
1094,15FctDfqPsFubuXo6UpKMQdbdCC3XXdnHsRMZ3DN6ZKPLrSu,1.0
1094,13ogHzWQksuwuw4dv6jph1GHGBxjSP8qzwRJzT69dhnhYEv2,5.0
1094,1zugcakrhr3ZR7q7B8WKuaZY5BjZAU43m79xEyhNQwLTFjb,10.0
1094,153PzXdNjL3FJLA8EMBaP4CZQb5keH3jcf1RDDJJGrUKHNLL,100.0
1094,16fcR1ercimd6qyBVQyXTTjtWL1kosTS1myiSuVf7kxutxvg,10.0
1094,1zugcab6MjhEwA3DvbFBwgrUTpkjr6A7J8W6nUibY5MuQa3,10.0
1094,1497QNdycmxqMi3VJDxZDhaJh4s9tytr5RFWyrLcNse2xqPD,5.0
1094,12dvyqCFhVubTDqMdojyjhkxVUMaYVXWLv8uZW1NomUunPmN,3.0
1094,158SDQwxy6VPAGhnrUnPSZ4u7uvTRjQGB7HLuvcw97jNofNC,100.0
1094,1jqkeJhuoRudNTVL5dV1qZf8RQtyzcf6ZT4yyvUQbKFktr8,1.0
1094,14uS8A6gVx16xYt8UEtnKS1aGfotR6fE6hE8oexgnGQye1KN,100.0
1094,12gp3USksqBBrThp7G3QYJ2Nw3JR2azFxqYgsSch4NyPFgN5,3.0
1094,14GWWeZzMYkR7bwyeBvq7c44nJr4ncEodM4fAJX89ZSAHLw3,100.0
1094,1ufRSF5gx9Q8hrYoj7KwpzQzDNqLJdbKrFwC6okxa5gtBRd,1.0
1094,13uW7auWPX9WAtqwkBx7yagb78PLcv8FAcPZEVCovbXoNJK4,2.5
1094,14AkAFBzukRhAFh1wyko1ZoNWnUyq7bY1XbjeTeCHimCzPU1,2.5
1094,18zLxNjoSpuQDFz9eSf3cLoZrPXM1dJrkwfYq6sWqLSfFD3,5.0
1094,1535dDRXs8ga9CJeAMinCogZcEhpfrmm8cdJnhkVehbnedmb,3.0
1094,1qjNXPh99ExYXmuqHgmvfmmwjjka1M21jaVDPddZtKZhzKH,3.0
1094,12eA9gosVR5Qa2hnibGZFNYSbxG3pafNeVGGi5eJQueautfX,100.0
1094,16DKyH4fggEXeGwCytqM19e9NFGkgR2neZPDJ5ta8BKpPbPK,2.5
1094,1zugcajKZ8XwjWvC5QZWcrpjfnjZZ9FfxRB9f5Hy6GdXBpZ,10.0
1094,1WafyH6D6mAyFRTUvVM1DXqxSdVP7Ddea2mnBd7y1eADox8,100.0
1094,14jr3cxYb5QvoXaBFB2azXbWiNo4bzNiFEAokFbztrwP9LAz,100.0
1094,14yx4vPAACZRhoDQm1dyvXD3QdRQyCRRCe5tj1zPomhhS29a,3.0
1094,12F6vXGkoZoFNeVUNhr7MymX79EaSga8YsbZh5hufNhv9VQZ,3.0
1094,1569aqCBma2m4TuUe1MxEs8EXBAZFCmwwcZMLde6HNbimuW8,2.0
1094,1LUckyocmz9YzeQZHVpBvYYRGXb3rnSm2tvfz79h3G3JDgP,5.0
1094,15a9ScnYeVfQGL9HQtTn3nkUY1DTB8LzEX391yZvFRzJZ9V7,1.0
1094,16Divajwsc8nq8NLQUfVyDjbG18xp6GrAS4GSDVBTwm6eY27,100.0
1094,1zugcaaABVRXtyepKmwNR4g5iH2NtTNVBz1McZ81p91uAm8,10.0
1094,15thjfpZX1xVcsnfya1oXmbXzau2on5abAc4XXYP62SNwwQQ,100.0
1094,14VsdLMt7eH66aZFM13imSjFriYGU84bwPNZb99qNVhKuYSC,3.0
1094,12MgK2Sc8Rrh6DXS2gDrt7fWJ24eGeVb23NALbZLMw1grnkL,2.0
1094,14oRE62MB1SWR6h5RTx3GY5HK2oZipi1Gp3zdiLwVYLfEyRZ,100.0
1094,14Y626iStBUWcNtnmH97163BBJJ2f7jc1piGMZwEQfK3t8zw,2.5
1094,16aThbzrsb2ohiLXJLqN8jLST6JgUPRi3BqyHxUW4yVHBQ44,8.0
1094,12Rnwa6JwTYcwv8pVcr5u9CfjTTgbm1wJimKjNpHL7uLV5yF,5.0
1094,16CmXwZbMu56nyYGqvqVjTaQhFpEtmuxuwF132BE4dd1QnoW,100.0
1094,16euDe2owvJq7LkwSujGxAFezCWopCKPENxwc2EKdzYTRBae,5.0
1094,13s9RrQSFbnp2TneY7nkdLmGc3ijBw12YQct8pc8km36Z9hg,3.0
1094,14cxMDpBNLsNEXWyCzked3zghzaYWXwoqGT4h12GqQXdVhmn,1.0
1094,1Wo6qcrh7wxc1kQY5nfixFuCAFuzkgiwau64SmrPXBE7vVf,2.5
1094,12WmM98h4Ar6y7ZyyMKPXwSyuP5GSZvXTbEkDXm1tirbZFW4,8.0
1094,15odauviAEhkhwSBNdLpMGAHR426m4h3e47Y6Z8viK9sKZpF,100.0
1094,15PJA4PKoCZ2eeuaoFpoAQikHX6nZB7oW4qFTRhKutzekn1L,100.0
1094,13HtFCrxyz55KgkPWcnhHPwE8f8GmZrfXR3uC6jNrihGzmqz,100.0
1094,13BwD9Kd9VyjWgjPWjFRsKWEcfiWGcQDK5oPw9QaxugC2hxY,100.0
1094,1JoBYyPoUdsuU7vZi3KgQAaQYn6WhKqUDXRDmsaJ8Zgxr4T,5.0
1094,14N5GT7YTaDBSsLpfxxtCxNdYfgDofGj5wQSfqC1URKHdT8C,10.0
1094,13NL7w9SitBziaa9nBhWmuzmEaRTuX1RvWYs21zKyrvBokgT,100.0
1094,13bEAraR65YASSynHhGNrsEyPgWfcLLYdgYV6GmeB6bbUeeg,35.0
1094,15uQdwDxDMKDrjjkuUqntrUTUHBFVPi3ZEA2UA7qbycEndzs,100.0
1094,13giQQe5CS4AAjkz1roun8NYUmZAQ2KYp32qTnJHLTcw4VxW,2.5
1094,13DYVkBedGTiUC5SuRmgdtz3UnVbHmWUL2zXQtrNUryBUn3p,100.0
1094,1ZjP48pnmVw7oYNdoFQQAgH31Wt2rKa2wK6hcXLRShXwZim,100.0
1094,13Ybj8CPEArUee78DxUAP9yX3ABmFNVQME1ZH4w8HVncHGzc,100.0
1094,1zugcacYFxX3HveFpJVUShjfb3KyaomfVqMTFoxYuUWCdD8,10.0
1094,14SysKfnN8VzwbUCWbgZVApP27xqs5MPmrfXL2RGkePwy6Cc,100.0
1094,15p158r32Z12YyFU7BiqLcqpySmHUedVfJLJ4M73THBixKJY,100.0
1094,14Y6TZaNAS43At4ovGMULSuGkdE7svmn6zqicWBkSiVd7A4T,100.0
1094,1VzLR7pDbcSsJqXHaRZFzwCtSgjNWEcLddSfWij7Jx3p8FK,100.0
1094,126RwaHn4MDekLWfUYfiqcVbiQHapwDSAT9vZZS15HLqfDJh,1.9
1094,15ANfaUMadXk65NtRqzCKuhAiVSA47Ks6fZs8rUcRQX11pzM,100.0
1094,1yGJ3h7TQuJWLYSsUVPZbM8aR8UsQXCqMvrFx5Fn1ktiAmq,100.0
1094,111B8CxcmnWbuDLyGvgUmRezDCK1brRZmvUuQ6SrFdMyc3S,100.0
1094,14CRo92REj3aXfUeonVSti1VEHgxhWbtKY9hwxvD5T3BBXkK,100.0
1094,15UVN8DnBFdBJCStbaWeKT55wuSMAkoqEa7guYkZLtnszdQY,100.0
1094,14DE8GdKnNvgoXCLFq62ZjNz2zsGqnxXBsRMwNpiPip2JSFJ,3.0
1094,1NebF2xZHb4TJJpiqZZ3reeTo8dZov6LZ49qZqcHHbsmHfo,5.0
1094,14d2kv44xf9nFnYdms32dYPKQsr5C9urbDzTz7iwU8iHb9az,1.0
1094,15DDuwCK64iTnd5eBdrC7Wf7nP7iH9zXrpDLUuNP4Go6bYbq,100.0
1094,14iwWDFGaqVagArviC9CMEPkREdNEvtR9aTfepv7r9FpUrSc,100.0
1094,15AcyKihrmGs9RD4AHUwRvv6LkhbeDyGH3GVADp1Biv4bfFv,40.0
1094,12HFymxpDmi4XXPHaEMp74CNpRhkqwG5qxnrgikkhon1XMrj,8.0
1094,1LS8ixhua9Nwxq1KyEBTkS5mQMJ2KnXVs49FpQyn3wzzhQ3,100.0
1094,16Q2PH4woP6gCE4LzgWtmwTGzxrrkxSsz5bDnXQnEpdabxf4,100.0
1094,15twfAkh6TKdNpE7kNgxcQSRYtSpt3QpgjxmR6HKHFGs6Yrz,10.0
1094,16G8NDzxUeUbGiw2bFX3Wy7JwNEJz9U8B1smCFqqe4GPZbdN,8.0
1094,141Qnt9LPnAfnurdY8RXcB8th5S5SNZbgk4ULpDJVdp5DSr2,100.0
1094,14MvgGf3PzgsEmMBHxdqwQrfhEzsGhzPReATQdpLVpN6aK6U,3.0
1094,14rR3ZJCL7cCUN2KSdGhaaGz8E37En5gZoPoHe82EyXPkA8E,100.0
1094,13rkfSaFsMEFJAV1wcQcnbJnxiigJTb78qkkLSEvUNPA2QVZ,5.0
1094,14tcxHSTAiZf7M4vcLfFdGkGJFjfx6zDqds5QVyz2H24hKgG,1.0
1094,13NdHEywqX71WyUzxEuemk9kdSE9KqEKMo1mhKH44uhTJY3e,100.0
1094,1XQn94kWaMVJG16AWPKGmYFERfttsjZq4ompSTz2jxHK6uL,100.0
1094,16iD4v1FUHMauFB17MsrEFGMrEyGtWEwvgyZ6jCLC5eJdEiZ,100.0
1094,14bUYpiF2oxVpmXDnFxBipSi4m9zYBThMZoLpY8bRQrPQNG1,1.0
1094,16FRYg2zE5cgrkKQmJhU9YJRT7Uquqxfz6hmp6GnqgdcBv16,100.0
1094,1v7QwYLMaABh7eyFKN9PHbKquAyPt6PtcYZZWvf12KV5pMk,100.0
1094,1Ew5wAsMtvbRdd4RdxSheLpEkSRc718gtcfTv8EmgzEbknA,100.0
1094,153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,1.99
1094,12YP2b7L7gcHabZqE7vJMyF9eSZA9W68gnvb8BzTYx4MUxRo,2.5
1094,161FEAs63HJqQnG2v4xgSpdfgPkDTqd3T8gzLzPaSnjPDaMZ,100.0
1094,15JGaHWAu1nAEtMMjKZSeu8VsYoTBMmoJq6uwxsDBqmwytSN,3.0
1094,1Ntvj8hmfWFiemKLCW7uh4WxJ31UvirWc27A3m4aYocoCvP,100.0
1094,1zugcacan4nrJ3HPBmiBgEn2XvRMbehqvmzSQXT3uLBDkh3,10.0
1094,14AvZYdYpbRprzbhNMLTpFxErfS62qvAfy9J6VMjFbtXB39M,100.0
1094,1bAVKRsNUbq1Qmvj7Cemkncjo17WgyWAusCFZQdUfeHSTYj,40.0
1094,12doSHUJN1P6HL9zj96Bh2ZwVBXH7NcCi78caVtte8aQWGHz,10.0
1094,13S541dQ5NXFCxSBqFUFghkCfUU6LsZUVem7z2tfvsJwWFys,5.0
1094,168bhPTpsgByfKqM2pgUfZ2wPxQQpgTwxsA9iTV7vAN4wQiU,100.0
1094,12wtfs4UfodYT1Y6y8NQsQaduLSJbhz7oaNt1F6gTLFHD1y5,8.0
1094,1dGsgLgFez7gt5WjX2FYzNCJtaCjGG6W9dA42d9cHngDYGg,1.0
1094,13mK8AssyPekT5cFuYQ7ijKNXcjHPq8Gnx6TxF5eFCAwoLQ,3.0
1094,15qomv8YFTpHrbiJKicP4oXfxRDyG4XEHZH7jdfJScnw2xnV,2.5
1094,12713bbq45c66CN9AD7yusSXWE1kY91DcMpjVcB2rXqZKy2w,5.0
1094,13RENAu9cpMpxp3EYzWFGpZXgvMZGDrnconYugNdynQz1sDQ,3.0
1094,1A2ATy1FEu5yQ9ZzghPLsRckPQ7XLmq5MJQYcTvGnxGvCho,8.0
1094,15tu47DU6d75PtXdBBGLbKCAPKAgt7s2AEFw9etRH3eNyKLy,100.0
1094,13ougYD2SRkn88L14XiYCJc3mL7AzWoAMVdn1FwLumV49LjU,100.0
1094,15omhU2Gi3ounztEznJ9Bj49dvoPhSi9wN1M7uoniTt9F72d,100.0
1094,13iPW4pSokbEQWomqZhwsyrMWuNspt6R1YnuCHXqUVvFYM1H,1.0
1094,15GYPHUHLESSy6VwvNZdyqrVDn7mNYVvNj2vXXbLm26AKbYv,100.0
1094,15QbBVsKoTnshpY7tvntziYYSTD2FyUR15xPiMdpkpJDUygh,8.0
1094,13XkGCa13arfw4FkH8MVsvshrHrA9GuKPANjZ7xnjKCSg9fM,5.0
1094,13wxjPuajyJrHcBabsgoD7oqL1mJhFVWjeXFxEvMbSBY9xn9,100.0
1094,14mLi2uNWGTv8HTjsQLr9n377TATmE4tNGnBUJnTzwr5KpxP,100.0
1094,17bR6rzVsVrzVJS1hM4dSJU43z2MUmz7ZDpPLh8y2fqVg7m,100.0
1094,16P6nQ6oigiaVm3GwvSLsNgDhmVpy23YRU5TiRPeQGShjRsi,40.0
1094,16Ma3suDhT8TkTWffpPaS8sMFn2K6rEqddVJY4QCCUSj2J5J,1.0
1094,12bUkY5nrGyoXqBpxKDf88z5VQWzaUK83PCgyHtJ1UN1ujjU,40.0
1094,1KmtAWkiVGRdMB9mBV6JVAcRw7ce8tZKY3L5ZH7uTNK4yMx,100.0
1094,16fish7rrBhVnkmfQuiKUaPZGm8AiK2oGGJoTwrL4keeHbbe,4.0
1094,123VugBRFMqUEFviSYrG3ewdZ46ZmqxjmRaGY6BvakfdPVaG,3.0
1094,13TBraYSRLejaxxMqAYFQ87RNPoCy3c4LTE3Y7FKq4qcFEqf,3.0
1094,1NFjW3jbbzbHEq7PZReLxNpTn81SBFdpJSPxNsMbUacRehg,100.0
1094,14dffMjf4Ec1RwCLHp21CifU6CX4hVnZtRCKgc6AGCt9K4v9,3.0
1094,14AbuiHSAJZLTacXnckSXq4CisK9X112ZT48x9uvJPxKXBmg,12.0
1094,15MUBwP6dyVw5CXF9PjSSv7SdXQuDSwjX86v1kBodCSWVR7c,5.0
1094,1iyDF3iHuNjTNuQS7XEqMSdvx4CrdaxK6kLhpMCBc9rKumm,3.0
1094,19K3AKAkcrVWcXrXCXJ1fbaySuo58kUXhpsh7gBpa6emdgz,100.0
1094,15VbT8Zi4qC6iPfwobT9gQGFp3H7shdh2o6LouJ6o2w57qzp,100.0
1094,1zugcagDxgkJtPQ4cMReSwXUbhQPGgtDEmFdHaaoHAhkKhU,10.0
1094,16GDRhRYxk42paoK6TfHAqWej8PdDDUwdDazjv4bAn4KGNeb,5.0
1094,14abtGtqVsnnKgSv4Cw6rm8DWn6aFej8Ko2tEjUXQbg7kURB,100.0
1094,1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih,1.0
1094,1cHUWUV3Eb6WucnFNxED3udYg94eSN5KUWvZbWmtVLFm1fJ,100.0
1094,129TM37DNpyJqtRYYimSMp8aQZ8QW7Jg3b4qtSrRqjgAChQf,2.5
1094,16SpacegeUTft9v3ts27CEC3tJaxgvE4uZeCctThFH3Vb24p,3.0
1094,167ShbHu769mP5jbtt7AHayJhzEied6s8M5kN5nBSAQewnRz,1e-07
1094,1nQBeeXXhZ3gPH95X1KcLfN5JwPCpFUXR5Sc4A5gr8nCALw,100.0
1094,16ky64Ktu3NWtjrVUZV2RDVe46GvhnUGrxqFrYAQZeB7LHHR,100.0
1094,1PhQxnCXTCfDVBw3Ttbxa6DZJujV3YNFYpi4mFfLHyGWXD9,5.0
1094,16ccn3xe5tAeR8kvzCRTcqHZjMJHvuF2pnLfTqyF1EmMusCU,5.0
1094,15wffJpUgdBqtdsaRQKAEvARhrLsEDSoGzYseGUnGrtFHddN,100.0
1094,15drCUvFMiWvy1YfkU6xgENxRzmFXDaqQFpjUwR5nu11DHu3,5.0
1094,1zugcaiwmKdWsfuubmCMBgKKMLSef2TEC3Gfvv5GxLGTKMN,10.0
1094,1YguHoyxTecVDPRksktGPPTXDMLbCoDaGprv1zcQNNWyC3X,100.0
1094,13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT,2.5
1094,13VS9jM2pkKNwd8LFpQNNRPBKUonU9jzGZ5fTEZiuB4nYF6Y,5.0
1094,15fMqfNt5i2yz1Nq6fHAbmLokfbWfDbuTFZoLxv2RZkWpDTu,8.0
1094,1jeB5w8XyBADtgmVmwk2stWpTyfTVWEgLo85tF7gYVxnmSw,8.0
1094,11VR4pF6c7kfBhfmuwwjWY3FodeYBKWx7ix2rsRCU2q6hqJ,0.8
1094,148CkH8YBzA1pbudK1bMo2zUMHZwbucBVH8s3utwTS687UiR,1.0
1094,14XefeqDxiaVQEo7Xv7WBs3Wz8GZPes7DBjQxsNuxu683B9o,8.0
1094,13mscy5wfYAmDBgLoA43rkWGpR1PJApcGtXJt8NvtMcM9VAr,3.0
1094,14ghKTz5mjZPgGYvgVC9VnFw1HYZmmsnYvSSHFgFTJfMvwQS,8.0
1094,14j7YcVqpfiZwbrPuwMfcKWuY176cKN1SMHVSZvT7yrfhbnt,40.0
1094,12x3EG6dvZv9h3sLNaEFd4z2q8259tNgiEU6vismjrEZjbzN,100.0
1094,1RJP5i7zuyBLtgGTMCD9oF8zQMTQvfc4zpKNsVxfvTKdHmr,8.0
1094,13wVpSQPLxkFLSUsiAaChXKiTqHXfRGuevqGEo9ARobGqRZb,100.0
1094,15fU523Wq5BCt2NWAmrCU6p8nFB29uVifeG7bwYJHbw5Mmd9,1.0
1094,1zugcavJYzi2KErZy9CMbLANhfrFwMESgPz9q29eUCR5gTW,10.0
1094,138cbqFTzepokSzQaJB1AKtZjTHTss2EjDhqDgaB4kWZJhLz,100.0
1094,12YVhYTtGpTCSXRvPHyNjDK7y5p4J52ppBVJGjWh2PGrUe9r,3.0
1094,15XvGmoR6NqAPoV86yDGMDkvU8PCtYGJoywGq1AFcwF6Y2qy,100.0
1094,12ud6X3HTfWmV6rYZxiFo6f6QEDc1FF74k91vF76AmCDMT4j,2.5
1094,16A1zLQ3KjMnxch1NAU44hoijFK3fHUjqb11bVgcHCfoj9z3,8.0
1094,16YwUZyLdeAoe4KmhivGwuuJpBH1US4qkUtXK2V83MVXUy6x,1.0
1094,1zugcabTuN7rs1bFYb33gRemtg67i4Mvp1twW85nQKiwhwQ,10.0
1094,13zYzYw1tQY5dfN4mRrHuuCfXBtKZgcq3uRfpH2Z9YyznpSv,100.0
1094,15iA5hpjUecWBbf38Nfegwmtyux25o3LrGaNodfZDxq5nXXE,5.0
1094,15tMJpyvNQ2Q7hoXYUFJw3EjjfxUnNhVq6RXpAwAobUUwXWM,100.0
1094,1627VVB5gtHiseCV8ZdffF7P3bWrLMkU92Q6u3LsG8tGuB63,5.0
1094,154UtMXnexHfUTSvtUZpAfhGi1BejCrRH7YnnGF5faUtaVB5,5.0
1094,16SDUqoRr6f8DAyKhYWvo9dwFPdJHeFXFr1may1vhomqqPTQ,5.0
1094,16VVhErhwncZjgz6Mgx391G8jbHaXspBNLh8Q3V5WK1vWF9J,100.0
1094,14Meq7tN9RRkZCKiztmYLp3fMBFkftzfyFQNQrcyc619hgx5,100.0
1094,14rqNrqMwNK9YA1BSqRStNBUqGgwxKdysoL4dNQ8GH8LRcrq,100.0
1094,139FVSnE8hkd1vVJmECkAsKeLyAJrS6kKq5TxTJbDEq1YvRc,100.0
1094,13bWcF6VD6gjpGeHeF5nWmY8qWPBXLMymuvJZHrtLmgQtcuC,100.0
1094,15vUnTtXK5BAv8UkEn7NMfYUVHp8Fr5EFburmL6CR7fhPyaU,100.0
1094,121gZtuuG6sq3BZp1UKg8oRLRZvp89SAYSxXypwDJjaSRJR5,2.5
1094,1RG5T6zGY4XovW75mTgpH6Bx7Y6uwwMmPToMCJSdMwdm4EW,3.0
1094,124YFXA3XoRs9Epcx3aRUSk3EKYaznocqMWfrMKtGjx8TJ2W,8.0
1094,114SUbKCXjmb9czpWTtS3JANSmNRwVa4mmsMrWYpRG1kDH5,100.0
1094,15cfSaBcTxNr8rV59cbhdMNCRagFr3GE6B3zZRsCp4QHHKPu,3.0
1094,14AakQ4jAmr2ytcrhfmaiHMpj5F9cR6wK1jRrdfC3N1oTbUz,5.0
1094,12YFWxpS32wTZq4HcH28HMR5atkGhxzfD7aNjhTCu5Vyz9J9,10.0
1094,12YriAKEHukpdbFLB6C8Fyxsjo4bEW1Fk2RvYxMm1kZKUiGK,100.0
1094,13fqhWQCqTHTPbU1fyvbz9Ua3NC47fVVexYuNQRBwpSeZyKM,100.0
1094,12JZr1HgK8w6zsbBj6oAEVRkvisn8j3MrkXugqtvc4E8uwLo,100.0
1094,14QBQABMSFBsT3pDTaEQdshq7ZLmhzKiae2weZH45pw5ErYu,2.5
1094,15dEbKrzyw8Hwb7KkZHYKgCaPQGxnMgWm2EXb1zh6DmRKX22,40.0
1094,1y6CPLgccsysCEii3M7jQF834GZsz9A3HMcZz3w7RjGPpBL,3.0
1094,145MSC4N7BsnnXjunBjD7t5oKn6T2AR3T8Zi9zcupXUJoumC,100.0
1094,16VVNbc4m6aUxwaVwgRra6Ue7fMNGcRQHTFo1TqxmnCyuwwn,5.0
1094,13Dc43nesjhyPzVX7ZpUjjmQcVMEyrif5ukSHoDpatvpwyrR,100.0
1094,11uMPbeaEDJhUxzU4ZfWW9VQEsryP9XqFcNRfPdYda6aFWJ,2.5
1094,15oKi7HoBQbwwdQc47k71q4sJJWnu5opn1pqoGx4NAEYZSHs,2.5
1094,1bjtWMjjq4GLDQhaWT9Y2wDcWqcQ83gYbfdvECQF5WDA23A,5.0
1094,1o6KaLJCHyz2CoTkxBmqabvrPHyhcpnjn4jCbt16mPgEx8v,100.0
1094,12F14P9VpqyLtjwTh66z9gDmjYh8rRFY2uV4BYxvPAz9Lhzw,100.0
1094,1zugcaj4mBMu7EULN4rafT5UTfBjbvqaoypZyxWa3io6qJS,10.0
1094,12gkhA8JEz8ywmVj1tsVafSp9C4saKzSofgMwBJcmFJAGUVX,8.0
1094,14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,100.0
1094,13p9kJiRnfy8QSjFoovHzatuE7SW5xdddxDvk9mXtERueo9E,100.0
1094,15MLn9YQaHZ4GMkhK3qXqR5iGGSdULyJ995ctjeBgFRseyi6,3.0
